"time_stamp","friendly_name","currency_pair","product_type","channel","trade_quantity","trade_side","trade_status","trade_price","segment","sector","region"
2024-10-14 11:36:44,"Anglo European","GBP/USD","Spot","FASTMATCH",29790100,"BUY","FILLED",1.31126,"CCG","CIB Resources","South Africa"
2024-10-14 11:36:50,"Bank in Germany","USD/ZAR","Spot","FASTMATCH",2300,"SELL","FILLED",17.79882,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:37:07,"Software Supplies","USD/ZAR","Spot","ACCELERATE STW",1979600,"SELL","FILLED",17.78029,"CCG","TBC","London"
2024-10-14 11:37:17,"GSA FUND","GBP/USD","Spot","FASTMATCH",14968700,"SELL","FILLED",1.31601,"ICG","Other","South Africa"
2024-10-14 11:37:23,"ABC Motoring","AUD/USD","Spot","360T",1561200,"SELL","FILLED",0.66987,"CCG","TBC","South Africa"
2024-10-14 11:37:40,"Alan Brown","USD/ZAR","Spot","360T",4296800,"BUY","FILLED",17.9691,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:38:01,"The Zebra Bank","USD/ZAR","Spot","FASTMATCH",47700,"BUY","FILLED",17.7693,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:38:30,"The Zebra Bank","USD/ZAR","Spot","FASTMATCH",10583000,"SELL","FILLED",17.92079,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:38:45,"Generation Medication","USD/ZAR","Spot","360T",19800,"BUY","FILLED",18.0074,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 11:38:47,"GSA FUND","GBP/USD","Spot","FASTMATCH",100600,"SELL","FILLED",1.31227,"ICG","Other","South Africa"
2024-10-14 11:39:14,"Anglo European","USD/ZAR","Forward","360T",68600500,"SELL","FILLED",17.97636,"CCG","CIB Resources","London"
2024-10-14 11:39:28,"King Manufacturers","USD/ZAR","Forward","360T",32232000,"BUY","FILLED",17.71597,"CCG","CIB CPG and Agri","London"
2024-10-14 11:39:38,"Anglo European","USD/ZAR","Spot","ACCELERATE SDP",455300,"BUY","FILLED",17.9357,"CCG","CIB Resources","London"
2024-10-14 11:39:52,"Anglo European","USD/ZAR","Spot","360T",7118600,"BUY","FILLED",17.96769,"CCG","CIB Resources","South Africa"
2024-10-14 11:40:30,"Dollar Refinery","USD/NAD","Forward","FASTMATCH",4472100,"SELL","FILLED",17.81,"CCG","CIB Resources","South Africa"
2024-10-14 11:40:43,"GSA FUND","USD/ZAR","Spot","360T",295000,"SELL","FILLED",17.822,"ICG","Other","London"
2024-10-14 11:41:14,"Nineteen Asset Managers","USD/ZAR","Spot","ACCELERATE SDP",6900,"BUY","FILLED",17.7949,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:41:24,"Golf 7 GTI RSA","GBP/USD","Spot","ACCELERATE SDP",1482100,"SELL","FILLED",1.3144,"CCG","CIB Auto Logistics & Industrials","South Africa"
2024-10-14 11:41:38,"GSA FUND","GBP/USD","Spot","FASTMATCH",17423500,"SELL","FILLED",1.31552,"ICG","Other","South Africa"
2024-10-14 11:41:51,"Alan Brown","GBP/USD","Spot","ACCELERATE SDP",1000,"BUY","FILLED",1.31276,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:42:18,"Mauritius Client","EUR/USD","Spot","ACCELERATE SDP",1000,"BUY","FILLED",1.10488,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:42:28,"GSA FUND","BWP/ZAR","Forward","ACCELERATE SDP",1000,"BUY","FILLED",1.3305,"ICG","Other","South Africa"
2024-10-14 11:42:31,"GSA FUND","GBP/USD","Spot","ACCELERATE SDP",19058500,"SELL","FILLED",1.31208,"ICG","Other","South Africa"
2024-10-14 11:42:35,"Mauritius Client","USD/ZAR","Spot","360T",1000,"BUY","FILLED",17.85288,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:42:39,"ABC Motoring","GBP/USD","Spot","ACCELERATE STW",3797400,"SELL","FILLED",1.314,"CCG","TBC","South Africa"
2024-10-14 11:42:43,"10 Multiplication","USD/CHF","Spot","360T",1100,"BUY","FILLED",0.8481,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:43:01,"Alan Brown","USD/ZAR","Spot","FASTMATCH",251700,"SELL","FILLED",17.97356,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:43:05,"Mauritius Client","USD/ZAR","Forward","360T",1000,"BUY","FILLED",17.8815577,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:43:09,"King Manufacturers","GBP/USD","Spot","FASTMATCH",14200,"BUY","FILLED",1.31414,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 11:43:09,"Nineteen Asset Managers","USD/ZAR","Spot","FASTMATCH",30000,"BUY","FILLED",17.85774,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:43:13,"Bank of Accesibility","USD/ZAR","Spot","360T",1177300,"BUY","FILLED",17.96703,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:43:20,"Mauritius Client","GBP/USD","Spot","ACCELERATE STW",33447100,"BUY","FILLED",1.3114,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:43:24,"10 Multiplication","BWP/ZAR","Forward","ACCELERATE STW",806400,"BUY","FILLED",1.3301,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:43:48,"Bank in Germany","USD/ZAR","Spot","FASTMATCH",2300500,"BUY","FILLED",17.88745,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:43:51,"Mauritius Client","GBP/NAD","Forward","360T",110800,"BUY","FILLED",23.49,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:44:09,"Dollar Refinery","USD/SEK","Swap","FXALL",1000,"BUY","FILLED",-0.051201,"CCG","CIB Resources","South Africa"
2024-10-14 11:44:10,"Nineteen Asset Managers","USD/ZAR","Spot","FASTMATCH",5694300,"BUY","FILLED",17.86863,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:44:24,"10 Multiplication","USD/ZAR","Spot","ACCELERATE SDP",6215900,"BUY","FILLED",17.7837,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:44:46,"Bank of Accesibility","USD/ZAR","Spot","FASTMATCH",1000,"BUY","FILLED",17.97021,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:45:04,"Bank of Accesibility","USD/ZAR","Spot","360T",621100,"BUY","FILLED",17.93805,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:45:29,"Mauritius Client","BWP/ZAR","Forward","360T",3703000,"SELL","FILLED",1.3355,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:45:34,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",18283000,"SELL","FILLED",17.80506,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:45:36,"ABC Motoring","USD/ZAR","Spot","ACCELERATE STW",19810200,"BUY","FILLED",17.70989,"CCG","TBC","London"
2024-10-14 11:46:12,"Golf 7 GTI RSA","GBP/USD","Spot","360T",56900,"SELL","FILLED",1.31144,"CCG","CIB Auto Logistics & Industrials","London"
2024-10-14 11:46:18,"Software Supplies","GBP/USD","Spot","360T",2700,"BUY","FILLED",1.31346,"CCG","TBC","South Africa"
2024-10-14 11:46:36,"OfferVest","USD/ZAR","Spot","FASTMATCH",1257300,"SELL","FILLED",17.80882,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:46:40,"Nineteen Asset Managers","USD/ZAR","Spot","360T",156900,"SELL","FILLED",17.72051,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:48:11,"ABC Motoring","USD/ZAR","Spot","ACCELERATE STW",288600,"SELL","FILLED",17.76229,"CCG","TBC","South Africa"
2024-10-14 11:48:37,"Mauritius Client","USD/NAD","Forward","360T",1000,"BUY","FILLED",17.9,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:48:41,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",445109800,"BUY","FILLED",17.84374,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:49:20,"Namibia Nova","USD/ZAR","Spot","ACCELERATE SDP",109400,"BUY","FILLED",17.69909,"CCG","CIB Financial Institutions Dom","London"
2024-10-14 11:49:28,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",5300,"BUY","FILLED",17.72069,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:49:38,"10 Multiplication","USD/ZAR","Spot","360T",15021700,"BUY","FILLED",17.77751,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:49:45,"GSA FUND","USD/ZAR","Spot","FASTMATCH",129682900,"SELL","FILLED",17.91507,"ICG","Other","London"
2024-10-14 11:49:53,"GSA FUND","USD/ZAR","Spot","360T",43128300,"BUY","FILLED",17.90224,"ICG","Other","South Africa"
2024-10-14 11:50:01,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",17000,"SELL","FILLED",17.72235,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:50:18,"Software Supplies","USD/ZAR","Spot","ACCELERATE SDP",2679400,"BUY","FILLED",17.87076,"CCG","TBC","London"
2024-10-14 11:50:43,"ABC Motoring","GBP/USD","Spot","FASTMATCH",15272700,"SELL","FILLED",1.31487,"CCG","TBC","South Africa"
2024-10-14 11:51:02,"Mauritius Client","USD/ZAR","Spot","360T",169400,"SELL","FILLED",17.99051,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:51:12,"GSA FUND","USD/ZAR","Spot","FXALL",3200,"BUY","FILLED",17.9728,"ICG","Other","South Africa"
2024-10-14 11:51:20,"Bank in Germany","GBP/USD","Spot","360T",27110800,"SELL","FILLED",1.31218,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:51:39,"Software Supplies","EUR/USD","Forward","BBG",2100,"BUY","FILLED",1.10686,"CCG","TBC","London"
2024-10-14 11:51:46,"Anglo European","GBP/USD","Spot","360T",9500,"BUY","FILLED",1.31531,"CCG","CIB Resources","South Africa"
2024-10-14 11:52:13,"ABC Motoring","EUR/USD","Forward","ACCELERATE SDP",1000,"BUY","FILLED",1.103252,"CCG","TBC","South Africa"
2024-10-14 11:52:36,"GSA FUND","USD/ZAR","Spot","360T",4746500,"SELL","FILLED",17.89712,"ICG","Other","London"
2024-10-14 11:52:50,"Anglo European","AUD/ZAR","Forward","360T",603500,"BUY","FILLED",8,"CCG","CIB Resources","South Africa"
2024-10-14 11:53:10,"GSA FUND","BWP/USD","Forward","ACCELERATE SDP",220443000,"BUY","FILLED",0.0746,"ICG","Other","London"
2024-10-14 11:53:52,"The Zebra Bank","USD/ZAR","Spot","360T",167600,"SELL","FILLED",17.88704,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:54:37,"Bank of Accesibility","USD/ZAR","Spot","360T",191800,"BUY","FILLED",17.7289,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:54:55,"Bank of Accesibility","USD/ZAR","Spot","360T",1000,"BUY","FILLED",17.90746,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:54:58,"The Zebra Bank","EUR/NAD","Spot","360T",7800,"BUY","FILLED",19.82,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:55:10,"Bank in Germany","USD/ZAR","Spot","360T",1000,"BUY","FILLED",17.88929,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:55:25,"The Zebra Bank","GBP/USD","Spot","FASTMATCH",231396800,"BUY","FILLED",1.31755,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:55:28,"OfferVest","EUR/USD","Spot","BBG",42179500,"SELL","FILLED",1.10723,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:55:45,"Anglo European","USD/ZAR","Forward","360T",16397500,"BUY","FILLED",17.9295,"CCG","CIB Resources","South Africa"
2024-10-14 11:55:48,"Alan Brown","USD/ZAR","Spot","FXALL",96890300,"BUY","FILLED",17.87027,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:55:50,"OfferVest","USD/ZAR","Swap","ACCELERATE STW",1000,"SELL","FILLED",0.1285832,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:55:59,"GSA FUND","USD/ZAR","Spot","FASTMATCH",12335200,"SELL","FILLED",17.87027,"ICG","Other","London"
2024-10-14 11:56:49,"Nineteen Asset Managers","USD/ZAR","Spot","ACCELERATE SDP",856700,"SELL","FILLED",17.79146,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:57:37,"The Zebra Bank","GBP/USD","Spot","360T",62600,"BUY","FILLED",1.31138,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 11:57:43,"Silver Fields","USD/ZAR","Spot","ACCELERATE SDP",13899500,"BUY","FILLED",17.90219,"CCG","CIB Resources","Namibia"
2024-10-14 11:58:16,"The Zebra Bank","USD/ZAR","Spot","FASTMATCH",5323400,"BUY","FILLED",17.99066,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:58:29,"King Manufacturers","USD/ZAR","Spot","FASTMATCH",708100,"SELL","FILLED",17.89751,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 11:58:55,"10 Multiplication","USD/ZAR","Spot","ACCELERATE STW",102200,"BUY","FILLED",17.93887,"ICG","CIB Asset Management & Funds","London"
2024-10-14 11:58:57,"10 Multiplication","GBP/USD","Swap","360T",909700,"SELL","FILLED",0.00041,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 11:58:58,"The Zebra Bank","USD/ZAR","Spot","ACCELERATE STW",7319700,"BUY","FILLED",17.9473,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:59:05,"Bank of Accesibility","USD/ZAR","Forward","ACCELERATE SDP",2400,"BUY","FILLED",17.9441778,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:59:15,"Mauritius Client","AUD/USD","Spot","360T",40793700,"BUY","FILLED",0.67809,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 11:59:40,"The Zebra Bank","USD/ZAR","Spot","360T",1000,"BUY","FILLED",17.77751,"ICG","CIB Banks and DFIs","London"
2024-10-14 11:59:55,"GSA FUND","USD/ZAR","Spot","360T",1800,"BUY","FILLED",17.96021,"ICG","Other","South Africa"
2024-10-14 12:00:06,"ABC Motoring","USD/ZAR","Spot","FASTMATCH",4400,"SELL","FILLED",17.85498,"CCG","TBC","South Africa"
2024-10-14 12:00:15,"Alan Brown","USD/ZAR","Spot","ACCELERATE SDP",466700,"SELL","FILLED",17.83997,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:00:16,"Mauritius Client","EUR/USD","Spot","360T",1472500,"SELL","FILLED",1.10885,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:00:42,"Mauritius Client","USD/ZAR","Spot","FASTMATCH",50985900,"BUY","FILLED",17.94148,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:00:43,"ABC Motoring","USD/CNH","Spot","FASTMATCH",6504600,"BUY","FILLED",7.11978,"CCG","TBC","South Africa"
2024-10-14 12:00:47,"GSA FUND","USD/ZAR","Spot","ACCELERATE SDP",473800,"BUY","FILLED",17.79153,"ICG","Other","South Africa"
2024-10-14 12:01:00,"Dollar Refinery","USD/ZAR","Spot","360T",1000,"SELL","FILLED",17.76793,"CCG","CIB Resources","London"
2024-10-14 12:01:00,"The Zebra Bank","USD/ZAR","Spot","FASTMATCH",3700,"BUY","FILLED",17.92498,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:01:13,"King Manufacturers","BWP/ZAR","Forward","ACCELERATE SDP",24957400,"SELL","FILLED",1.3355,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 12:01:53,"The Zebra Bank","BWP/USD","Spot","360T",83019700,"SELL","FILLED",0.0749,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 12:02:08,"Alan Brown","USD/ZAR","Spot","FASTMATCH",138331100,"BUY","FILLED",17.99179,"ICG","CIB Asset Management & Funds","London"
2024-10-14 12:02:08,"Bank in Germany","USD/ZAR","Spot","360T",18752200,"BUY","FILLED",17.81402,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:02:17,"Mauritius Client","GBP/USD","Spot","FASTMATCH",1375500,"BUY","FILLED",1.31683,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:02:18,"Bank Ten","EUR/USD","Spot","BBG",21500,"BUY","FILLED",1.10813,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:02:18,"The Zebra Bank","USD/ZAR","Spot","ACCELERATE STW",2312000,"BUY","FILLED",17.85962,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:02:26,"Alan Brown","USD/ZAR","Forward","360T",375005000,"BUY","FILLED",17.94245,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:02:42,"King Manufacturers","EUR/USD","Spot","ACCELERATE SDP",90486500,"SELL","FILLED",1.10537,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 12:02:59,"10 Multiplication","EUR/USD","Spot","ACCELERATE STW",42201300,"BUY","FILLED",1.10533,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:02:59,"GSA FUND","USD/ZAR","Spot","ACCELERATE SDP",1000,"SELL","FILLED",17.90444,"ICG","Other","South Africa"
2024-10-14 12:03:17,"Bank of Accesibility","GBP/USD","Spot","ACCELERATE STW",1038000,"SELL","FILLED",1.31557,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:03:20,"10 Multiplication","GBP/USD","Spot","360T",91000,"BUY","FILLED",1.31601,"ICG","CIB Asset Management & Funds","London"
2024-10-14 12:04:21,"ABC Motoring","USD/JPY","Spot","ACCELERATE SDP",3785100,"BUY","FILLED",143.462,"CCG","TBC","London"
2024-10-14 12:05:02,"Alan Brown","USD/ZAR","Forward","360T",1038800,"SELL","FILLED",17.9002728,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:05:06,"GSA FUND","USD/ZAR","Forward","FXALL",70000,"BUY","FILLED",17.97636,"ICG","Other","Botswana"
2024-10-14 12:05:11,"Alan Brown","USD/ZAR","Spot","ACCELERATE SDP",1845700,"SELL","FILLED",17.91003,"ICG","CIB Asset Management & Funds","London"
2024-10-14 12:05:30,"10 Multiplication","USD/ZAR","Forward","BBG",5600,"SELL","FILLED",18.0819303,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:05:42,"OfferVest","USD/ZAR","Spot","FASTMATCH",1000,"BUY","FILLED",17.95076,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:06:07,"Generation Medication","USD/ZAR","Spot","FASTMATCH",37800,"SELL","FILLED",17.9214,"CCG","CIB CPG and Agri","London"
2024-10-14 12:06:17,"10 Multiplication","USD/ZAR","Spot","ACCELERATE STW",75600,"SELL","FILLED",17.8572,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:06:25,"Silver Fields","USD/ZAR","Spot","360T",77501500,"BUY","FILLED",17.8781,"CCG","CIB Resources","London"
2024-10-14 12:07:05,"GSA FUND","EUR/USD","Spot","ACCELERATE SDP",1000,"BUY","FILLED",1.10958,"ICG","Other","South Africa"
2024-10-14 12:07:27,"The Zebra Bank","USD/ZAR","Spot","FASTMATCH",13800,"SELL","FILLED",17.89831,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:07:39,"Generation Medication","USD/ZAR","Forward","ACCELERATE SDP",35998500,"BUY","FILLED",18.038242,"CCG","CIB CPG and Agri","London"
2024-10-14 12:07:42,"10 Multiplication","USD/ZAR","Spot","360T",1400,"BUY","FILLED",17.77563,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:07:50,"Mauritius Client","GBP/USD","Spot","ACCELERATE STW",16700,"BUY","FILLED",1.31446,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:08:27,"OfferVest","USD/ZAR","Spot","ACCELERATE SDP",1000,"SELL","FILLED",17.96955,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:08:37,"Bank of Accesibility","EUR/USD","Spot","ACCELERATE STW",26038800,"SELL","FILLED",1.10537,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:09:13,"Bank Ten","EUR/USD","Spot","360T",19600,"BUY","FILLED",1.10834,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:09:21,"Generation Medication","USD/ZAR","Forward","FASTMATCH",23735400,"BUY","FILLED",17.74859,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 12:10:12,"Bank of Accesibility","USD/ZAR","Spot","ACCELERATE SDP",1000,"SELL","FILLED",17.77108,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:10:47,"Bank of Accesibility","USD/ZAR","Spot","ACCELERATE STW",8100,"BUY","FILLED",17.87027,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:11:07,"GSA FUND","USD/ZAR","Spot","BBG",57700,"BUY","FILLED",17.79373,"ICG","Other","South Africa"
2024-10-14 12:11:14,"10 Multiplication","GBP/USD","Spot","360T",1500,"SELL","FILLED",1.31592,"ICG","CIB Asset Management & Funds","London"
2024-10-14 12:11:21,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",24811900,"BUY","FILLED",17.88103,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:11:22,"ABC Motoring","GBP/USD","Spot","FASTMATCH",495124000,"BUY","FILLED",1.31403,"CCG","TBC","London"
2024-10-14 12:11:27,"ABC Motoring","USD/ZAR","Spot","FASTMATCH",7170100,"BUY","FILLED",17.97018,"CCG","TBC","Botswana"
2024-10-14 12:11:30,"GSA FUND","USD/ZAR","Spot","360T",2700,"BUY","FILLED",17.90416,"ICG","Other","London"
2024-10-14 12:11:42,"GSA FUND","USD/ZAR","Spot","FASTMATCH",11342700,"BUY","FILLED",17.70989,"ICG","Other","South Africa"
2024-10-14 12:11:52,"Bank Ten","USD/ZAR","Spot","360T",546600,"BUY","FILLED",17.75144,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:12:06,"Mauritius Client","BWP/ZAR","Forward","FASTMATCH",60600,"SELL","FILLED",1.33,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:12:12,"GSA FUND","GBP/USD","Spot","ACCELERATE SDP",14639400,"BUY","FILLED",1.31665,"ICG","Other","South Africa"
2024-10-14 12:12:28,"The Zebra Bank","BWP/ZAR","Forward","ACCELERATE STW",16400,"SELL","FILLED",1.333,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:12:29,"Bank of Accesibility","USD/ZAR","Forward","ACCELERATE STW",23278600,"SELL","FILLED",17.78749,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:12:32,"OfferVest","USD/ZAR","Spot","360T",54100,"BUY","FILLED",17.97096,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:12:36,"OfferVest","BWP/ZAR","Forward","ACCELERATE SDP",10816100,"BUY","FILLED",1.333,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:13:22,"Mauritius Client","GBP/USD","Spot","360T",384600,"BUY","FILLED",1.31684,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:13:38,"Bank in Germany","USD/ZAR","Spot","FASTMATCH",5700,"BUY","FILLED",17.93651,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:13:38,"Anglo European","USD/ZAR","Spot","FASTMATCH",64522700,"SELL","FILLED",17.78558,"CCG","CIB Resources","London"
2024-10-14 12:13:54,"Mauritius Client","USD/ZAR","Spot","360T",339600,"BUY","FILLED",17.94992,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:14:04,"Mauritius Client","USD/ZAR","Swap","ACCELERATE STW",1000,"BUY","FILLED",0.017275,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:14:10,"Bank Ten","EUR/USD","Spot","ACCELERATE SDP",1000,"BUY","FILLED",1.11117,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:14:21,"Anglo European","AUD/USD","Spot","ACCELERATE SDP",5400,"BUY","FILLED",0.67721,"CCG","CIB Resources","South Africa"
2024-10-14 12:14:40,"Bank of Accesibility","USD/ZAR","Spot","ACCELERATE SDP",50140400,"BUY","FILLED",17.85353,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:15:01,"ABC Motoring","USD/ZAR","Spot","ACCELERATE SDP",3500,"BUY","FILLED",17.84533,"CCG","TBC","South Africa"
2024-10-14 12:15:07,"Software Supplies","USD/ZAR","Spot","ACCELERATE SDP",4400,"SELL","FILLED",17.75553,"CCG","TBC","South Africa"
2024-10-14 12:15:14,"OfferVest","GBP/USD","Spot","FASTMATCH",1000,"SELL","FILLED",1.31353,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:15:19,"Nineteen Asset Managers","USD/ZAR","Spot","FASTMATCH",30207500,"BUY","FILLED",17.89497,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:15:30,"Mauritius Client","USD/ZAR","Spot","ACCELERATE SDP",96500,"BUY","FILLED",17.76972,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:15:52,"Generation Medication","USD/ZAR","Spot","360T",4686200,"SELL","FILLED",17.84126,"CCG","CIB CPG and Agri","London"
2024-10-14 12:16:19,"OfferVest","EUR/ZAR","Spot","360T",11051700,"BUY","FILLED",19.81466,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:16:44,"Anglo European","USD/ZAR","Forward","ACCELERATE STW",62343200,"SELL","FILLED",17.7973782,"CCG","CIB Resources","South Africa"
2024-10-14 12:16:49,"Dollar Refinery","BWP/ZAR","Forward","ACCELERATE SDP",50527500,"SELL","FILLED",1.333,"CCG","CIB Resources","South Africa"
2024-10-14 12:17:01,"Bank in Germany","USD/ZAR","Spot","ACCELERATE STW",11959400,"BUY","FILLED",17.82601,"ICG","CIB Banks and DFIs","Lesotho"
2024-10-14 12:17:02,"Silver Fields","USD/ZAR","Spot","ACCELERATE SDP",41851500,"BUY","FILLED",17.77888,"CCG","CIB Resources","South Africa"
2024-10-14 12:17:03,"Generation Medication","EUR/ZAR","Spot","ACCELERATE STW",8442900,"SELL","FILLED",19.85389,"CCG","CIB CPG and Agri","South Africa"
2024-10-14 12:17:20,"Silver Fields","USD/ZAR","Spot","FXALL",54500,"SELL","FILLED",17.72166,"CCG","CIB Resources","Botswana"
2024-10-14 12:17:59,"Mauritius Client","USD/ZAR","Spot","FASTMATCH",1684400,"BUY","FILLED",17.82548,"ICG","CIB Banks and DFIs","London"
2024-10-14 12:18:11,"10 Multiplication","USD/ZAR","Spot","ACCELERATE SDP",1000,"SELL","FILLED",17.94285,"ICG","CIB Asset Management & Funds","South Africa"
2024-10-14 12:18:25,"Bank Ten","USD/ZAR","Spot","ACCELERATE STW",189999800,"BUY","FILLED",17.91364,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:18:49,"Ebucks Petrol Station","EUR/USD","Spot","FASTMATCH",7228000,"BUY","FILLED",1.10489,"CCG","CIB Resources","London"
2024-10-14 12:19:27,"The Zebra Bank","USD/ZAR","Forward","FASTMATCH",529000,"BUY","FILLED",17.97636,"ICG","CIB Banks and DFIs","South Africa"
2024-10-14 12:19:32,"Ebucks Petrol Station","GBP/USD","Spot","360T",1000,"BUY","FILLED",1.31274,"CCG","CIB Resources","South Africa"
2024-10-14 12:20:01,"Silver Fields","AUD/ZAR","Spot","ACCELERATE SDP",3600,"BUY","FILLED",12.0842,"CCG","CIB Resources","South Africa"
2024-10-14 12:20:20,"Mauritius Client","USD/ZAR","Spot","FASTMATCH",8369200,"BUY","FILLED",17.92498,"ICG","CIB Banks and DFIs","Botswana"
2024-10-14 12:20:26,"ABC Motoring","USD/ZAR","Spot","FASTMATCH",773800,"BUY","FILLED",17.80642,"CCG","TBC","South Africa"
2024-10-14 12:20:32,"Ebucks Petrol Station","GBP/USD","Spot","360T",3500,"BUY","FILLED",1.31141,"CCG","CIB Resources","Botswana"
